Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N
sp|P37198|NUP62_HUMAN	P37198	NUP62_HUMAN	NUP62	522	Homo sapiens	Nuclear pore glycoprotein p62	1:Experimental evidence at protein level	1.53	0.7594	0.9809	1	1	1	1	1	1	3942656	3942656	3942656	8K(304.2071), N-term(304.2071)			24123.9434	27641.9609	33084.9727	121102.1797	129451.2031	148245.6250	30699.9961	38111.4023	27211.8262	97440.4531	88212.5938	66919.3828	1490.5325	0.0000	0.0000	0.0000
sp|Q5H9U9|DDX6L_HUMAN	Q5H9U9	DDX6L_HUMAN	DDX60L	1706	Homo sapiens	Probable ATP-dependent RNA helicase DDX60-like	2:Experimental evidence at transcript level	1.41	0.7594	0.9809	1	1	1	2	2	2	742566	742566	742566	14K(304.2071), 24K(304.2071), 8C(57.0214), N-term(304.2071)			127585.1016	113753.3086	142730.1133	108876.4648	112433.9727	113512.2305	112035.7500	157070.7891	113581.0859	85613.8945	67747.6797	60805.7285	2766.2219	1290.2076	0.0000	0.0000
sp|Q9NVR2|INT10_HUMAN	Q9NVR2	INT10_HUMAN	INTS10	710	Homo sapiens	Integrator complex subunit 10	1:Experimental evidence at protein level	0.99	0.7548	0.9804	1	1	1	1	1	1	798830	798830	798830	7K(304.2071), N-term(304.2071)			43953.1523	46132.8438	48808.9844	116324.8359	98084.7734	98895.5234	27507.4512	38007.1445	25937.2832	73667.9766	54818.4570	44041.7227	0.0000	0.0000	0.0000	0.0000
sp|A4D1S5|RAB19_HUMAN	A4D1S5	RAB19_HUMAN	RAB19	217	Homo sapiens	Ras-related protein Rab-19	1:Experimental evidence at protein level	5.07	0.7517	0.9800	1	1	1	4	4	4	5805807	5805807	5805807	N-term(304.2071)			56575.5908	67525.4844	69543.3574	146539.9102	142048.4492	124737.7305	59579.7021	76957.8047	53155.9229	100358.9570	101085.6543	86638.5391	2079.3159	0.0000	0.0000	0.0000
sp|P04920|B3A2_HUMAN	P04920	B3A2_HUMAN	SLC4A2	1241	Homo sapiens	Anion exchange protein 2	1:Experimental evidence at protein level	0.81	0.7470	0.9796	1	1	1	1	1	1	     0	     0	     0	N-term(304.2071)			48128.5391	48167.5312	61434.6094	93721.5859	108838.5078	94497.6016	62478.7148	78370.7031	61765.8164	89836.0859	103232.8516	92976.3906	5824.7070	3815.2107	0.0000	0.0000
sp|Q16625|OCLN_HUMAN	Q16625	OCLN_HUMAN	OCLN	522	Homo sapiens	Occludin	1:Experimental evidence at protein level	1.53	0.7470	0.9796	1	1	1	1	1	1	260244	260244	260244	8K(304.2071), N-term(304.2071)			70896.5859	72892.2031	81403.5625	143789.8281	145206.3438	133570.5469	91619.4531	109629.7812	93046.5156	129432.1406	154615.5625	119827.7500	7399.5776	3601.1755	0.0000	0.0000
sp|Q5RI15|COX20_HUMAN	Q5RI15	COX20_HUMAN	COX20	118	Homo sapiens	Cytochrome c oxidase assembly protein COX20, mitochondrial	1:Experimental evidence at protein level	11.02	0.7469	0.9795	1	1	1	1	1	1	     0	     0	     0	13K(304.2071), N-term(42.0106)			26757.3457	43805.7930	31335.4648	95905.8438	94817.4453	96041.4922	46509.2383	53018.1719	37899.9766	86082.7969	107306.8906	80371.5078	4111.0083	4661.0220	0.0000	0.0000
sp|Q7LC44|ARC_HUMAN	Q7LC44	ARC_HUMAN	ARC	396	Homo sapiens	Activity-regulated cytoskeleton-associated protein	1:Experimental evidence at protein level	1.77	0.7467	0.9795	1	1	1	1	1	1	1266245	1266245	1266245	7K(304.2071), N-term(304.2071)			157672.2500	139678.2500	116099.2500	191049.0938	207216.0312	172637.4844	47414.4844	55683.6250	42311.0547	116962.6094	113633.8203	118489.7812	3579.4673	2380.1731	0.0000	0.0000
sp|A2RUB1|MEIOC_HUMAN	A2RUB1	MEIOC_HUMAN	MEIOC	952	Homo sapiens	Meiosis-specific coiled-coil domain-containing protein MEIOC	2:Experimental evidence at transcript level	2.00	0.7398	0.9689	2	2	2	2	2	2	3116786	3116786	3116786	12K(304.2071), 7K(304.2071), N-term(304.2071)			143889.4062	214308.3750	178299.2812	248839.2500	262331.7812	237465.0938	142289.5781	169062.3750	143828.1406	153473.6406	137884.5156	108197.5391	2870.3152	0.0000	0.0000	0.0000
sp|P01042|KNG1_HUMAN	P01042	KNG1_HUMAN	KNG1	644	Homo sapiens	Kininogen-1	1:Experimental evidence at protein level	1.09	0.7383	0.9786	1	1	1	1	1	1	2887500	2887500	2887500	7K(304.2071), N-term(304.2071)			67214.9922	70970.1719	83702.7812	170019.6094	163480.4688	163311.6250	72060.6641	92341.8828	76332.6953	121098.4062	111116.9219	90832.1641	2162.8716	1717.4086	0.0000	0.0000
sp|P56277|CMC4_HUMAN	P56277	CMC4_HUMAN	CMC4	68	Homo sapiens	Cx9C motif-containing protein 4	1:Experimental evidence at protein level	10.29	0.7337	0.9781	1	1	1	1	1	1	1288929	1288929	1288929	3C(57.0214), 7K(304.2071), N-term(304.2071)			117284.2734	151969.6406	209358.8594	254641.8281	290605.5000	240297.8750	85614.9453	130379.5859	93606.9375	137940.7500	169411.1719	126996.3828	2361.8418	1557.1954	0.0000	0.0000
sp|Q96EH3|MASU1_HUMAN	Q96EH3	MASU1_HUMAN	MALSU1	234	Homo sapiens	Mitochondrial assembly of ribosomal large subunit protein 1	1:Experimental evidence at protein level	2.99	0.7336	0.9781	1	1	1	1	1	1	413223	413223	413223	7K(304.2071), N-term(304.2071)			5465.9268	7863.5059	7722.3682	118199.5000	100674.8516	106135.7891	8695.4014	9925.3604	8277.5508	83417.6406	60389.6914	44325.8828	0.0000	0.0000	0.0000	0.0000
sp|Q9H3Y6|SRMS_HUMAN	Q9H3Y6	SRMS_HUMAN	SRMS	488	Homo sapiens	Tyrosine-protein kinase Srms	1:Experimental evidence at protein level	1.43	0.7324	0.9780	1	1	1	1	1	1	2195988	2195988	2195988	N-term(304.2071)			40300.8320	44664.9727	45458.8867	77446.6406	75250.4141	72028.0234	33204.6797	42132.3906	31210.0078	49696.8711	46438.8672	37561.4062	2928.3564	0.0000	0.0000	0.0000
sp|Q9NQ94|A1CF_HUMAN	Q9NQ94	A1CF_HUMAN	A1CF	594	Homo sapiens	APOBEC1 complementation factor	1:Experimental evidence at protein level	2.19	0.7299	0.9777	1	1	1	1	1	1	1480956	1480956	1480956	10M(15.9949), 13K(304.2071), 3M(15.9949), N-term(304.2071)			107032.9531	115494.9766	157667.4844	127873.3984	133814.1719	107602.2109	110634.3906	131676.9844	108696.2422	64929.7812	81365.3984	57796.2383	2040.8633	0.0000	0.0000	0.0000
sp|P08319|ADH4_HUMAN	P08319	ADH4_HUMAN	ADH4	380	Homo sapiens	All-trans-retinol dehydrogenase [NAD(+)] ADH4	1:Experimental evidence at protein level	10.53	0.7277	0.9775	1	1	1	1	1	1	249863	249863	249863	21M(15.9949), 23C(57.0214), 24K(304.2071), 40K(304.2071), 7C(57.0214), N-term(304.2071)			11927.6631	13753.7783	18401.1172	104214.7656	111576.8594	102969.7266	22134.7871	24712.8008	17149.7559	58311.0742	79697.1875	43972.3203	2880.4783	0.0000	0.0000	0.0000
sp|P22531|SPR2E_HUMAN	P22531	SPR2E_HUMAN	SPRR2E	72	Homo sapiens	Small proline-rich protein 2E	2:Experimental evidence at transcript level	25.00	0.7274	0.9774	1	0	1	1	0	1	324938	     0	324938	1C(57.0214), 5C(57.0214), 9K(304.2071), N-term(304.2071)		sp|P22532|SPR2D_HUMAN, sp|P35325|SPR2B_HUMAN, sp|P35326|SPR2A_HUMAN, sp|Q96RM1|SPR2F_HUMAN, sp|Q9BYE4|SPR2G_HUMAN	20308.7754	33194.1602	46018.5156	58036.0195	43327.0508	46834.8516	16280.1650	26050.4512	24038.8477	35170.2734	45675.2539	68781.8750	3151.1204	0.0000	0.0000	0.0000
sp|P05412|JUN_HUMAN	P05412	JUN_HUMAN	JUN	331	Homo sapiens	Transcription factor Jun	1:Experimental evidence at protein level	2.11	0.7265	0.9773	1	0	1	2	0	2	1889830	     0	1889830	7K(304.2071), N-term(304.2071)		sp|P17275|JUNB_HUMAN, sp|P17535|JUND_HUMAN	43674.5938	83070.4609	45784.6875	108333.8203	118796.6406	109805.2812	48073.7383	65676.7891	51986.2188	76606.1641	76253.0000	54067.4570	1571.7023	0.0000	0.0000	0.0000
sp|Q86X52|CHSS1_HUMAN	Q86X52	CHSS1_HUMAN	CHSY1	802	Homo sapiens	Chondroitin sulfate synthase 1	1:Experimental evidence at protein level	0.87	0.7264	0.9773	1	1	1	2	2	2	2129975	2129975	2129975	N-term(304.2071)			14033.3115	24863.5820	20193.8086	68786.0625	63493.1758	60280.9375	12584.5928	16266.8574	11488.5527	48855.0742	41706.0469	41449.2734	1401.4221	0.0000	0.0000	0.0000
sp|Q8WUA4|TF3C2_HUMAN	Q8WUA4	TF3C2_HUMAN	GTF3C2	911	Homo sapiens	General transcription factor 3C polypeptide 2	1:Experimental evidence at protein level	1.21	0.7246	0.9771	1	1	1	1	1	1	     0	     0	     0	11K(304.2071), N-term(304.2071)			78090.5703	75642.3281	87493.4141	118079.5703	131252.0781	107879.5703	105485.9062	141123.3438	120286.3438	106168.3516	117204.3594	94890.7266	4201.6919	1486.2374	0.0000	0.0000
sp|O00411|RPOM_HUMAN	O00411	RPOM_HUMAN	POLRMT	1230	Homo sapiens	DNA-directed RNA polymerase, mitochondrial	1:Experimental evidence at protein level	0.73	0.7200	0.9766	1	1	1	1	1	1	372422	372422	372422	7C(57.0214), N-term(304.2071)			11406.7461	13740.1836	13924.0898	46244.0859	45742.1719	44265.7383	14547.5547	19202.7832	17209.7441	39585.7148	58749.8828	43718.6562	3002.6572	0.0000	0.0000	0.0000
sp|Q93033|IGSF2_HUMAN	Q93033	IGSF2_HUMAN	CD101	1021	Homo sapiens	Immunoglobulin superfamily member 2	1:Experimental evidence at protein level	1.37	0.7196	0.9766	1	1	1	1	1	1	342010	342010	342010	10K(304.2071), 14K(304.2071), N-term(304.2071)			147898.5156	142974.1094	166254.0625	130454.1875	161371.6406	128642.5625	121000.2812	162349.0781	125980.6484	78428.7188	79258.4844	60439.1523	3188.0876	0.0000	0.0000	0.0000
sp|Q8IUH2|CREG2_HUMAN	Q8IUH2	CREG2_HUMAN	CREG2	290	Homo sapiens	Protein CREG2	1:Experimental evidence at protein level	4.48	0.7189	0.9765	1	1	1	1	1	1	326534	326534	326534	N-term(304.2071)			26505.2227	26645.2012	26227.5469	50810.3516	55122.9688	42372.8906	20327.4902	34188.0469	23490.8887	38021.8945	42804.4766	34450.3242	0.0000	994.9874	0.0000	0.0000
sp|Q6UXT9|ABH15_HUMAN	Q6UXT9	ABH15_HUMAN	ABHD15	468	Homo sapiens	Protein ABHD15	1:Experimental evidence at protein level	1.50	0.7180	0.9764	1	1	1	1	1	1	15389124	15389124	15389124	N-term(304.2071)			11133.9189	12725.9521	17062.4258	14867.3809	16070.3857	19559.6504	25233.9805	26198.0137	25215.1992	10371.0146	11568.7041	10448.0244	0.0000	0.0000	0.0000	0.0000
sp|Q9UMR5|PPT2_HUMAN	Q9UMR5	PPT2_HUMAN	PPT2	302	Homo sapiens	Lysosomal thioesterase PPT2	1:Experimental evidence at protein level	2.98	0.7137	0.9759	1	1	1	1	1	1	620639	620639	620639	7M(15.9949), 9K(304.2071), N-term(304.2071)			26488.8066	28940.3750	34168.1289	83372.2500	74533.5156	82108.6406	31316.6719	38775.3359	30236.1406	53983.3672	45409.3242	39259.7031	2973.1755	1125.5458	0.0000	0.0000
sp|Q6NSJ2|PHLB3_HUMAN	Q6NSJ2	PHLB3_HUMAN	PHLDB3	640	Homo sapiens	Pleckstrin homology-like domain family B member 3	1:Experimental evidence at protein level	1.72	0.7133	0.9758	1	1	1	1	1	1	     0	     0	     0	6M(15.9949), N-term(304.2071)			17945.2715	15741.7168	19693.8652	33299.3867	33611.4492	33931.9414	20405.8496	25866.6348	22892.1074	30499.4180	31203.5703	25820.3594	0.0000	0.0000	0.0000	0.0000
sp|Q9NR64|KLHL1_HUMAN	Q9NR64	KLHL1_HUMAN	KLHL1	748	Homo sapiens	Kelch-like protein 1	1:Experimental evidence at protein level	0.94	0.7125	0.9757	1	1	1	1	1	1	1749663	1749663	1749663	7K(304.2071), N-term(304.2071)			61486.1719	76222.0625	74612.7500	250262.7344	240238.4531	244728.7500	79553.7422	102287.6328	68919.5781	197295.1094	202668.5312	166861.4844	9564.2666	5023.3926	0.0000	0.0000
sp|Q9H0A9|SPC1L_HUMAN	Q9H0A9	SPC1L_HUMAN	SPATC1L	340	Homo sapiens	Speriolin-like protein	1:Experimental evidence at protein level	2.65	0.7111	0.9756	1	1	1	1	1	1	1134928	1134928	1134928	N-term(304.2071)			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
sp|Q6ICL3|TNG2_HUMAN	Q6ICL3	TNG2_HUMAN	TANGO2	276	Homo sapiens	Transport and Golgi organization protein 2 homolog	1:Experimental evidence at protein level	2.54	0.7108	0.9755	1	1	1	2	2	2	881177	881177	881177	1C(57.0214), N-term(304.2071)			10671.9990	9086.8799	12532.3057	14921.5361	15696.4658	16469.8809	18973.2168	24038.7402	21886.8262	12068.6631	14489.3896	11118.8799	0.0000	0.0000	0.0000	0.0000
sp|Q8NDW8|TT21A_HUMAN	Q8NDW8	TT21A_HUMAN	TTC21A	1320	Homo sapiens	Tetratricopeptide repeat protein 21A	1:Experimental evidence at protein level	0.53	0.7095	0.9754	1	1	1	1	1	1	5582519	5582519	5582519	7K(304.2071), N-term(304.2071)			10735.7051	6980.7261	12504.5156	28270.5801	28698.2715	27383.5645	12255.1133	14078.9160	12364.7627	25425.0645	25989.5801	19829.4727	0.0000	0.0000	0.0000	0.0000
sp|Q6ZNL6|FGD5_HUMAN	Q6ZNL6	FGD5_HUMAN	FGD5	1462	Homo sapiens	FYVE, RhoGEF and PH domain-containing protein 5	1:Experimental evidence at protein level	1.30	0.7092	0.9624	2	2	2	2	2	2	1479473	1479473	1479473	5M(15.9949), N-term(304.2071)			61459.2617	61380.3242	71578.3359	69273.3516	71966.9688	66087.1406	73092.9688	98991.8047	86347.8906	57582.6758	56041.8594	47423.5703	3273.3528	0.0000	0.0000	0.0000
sp|Q9Y478|AAKB1_HUMAN	Q9Y478	AAKB1_HUMAN	PRKAB1	270	Homo sapiens	5'-AMP-activated protein kinase subunit beta-1	1:Experimental evidence at protein level	4.81	0.7068	0.9751	1	1	1	1	1	1	488166	488166	488166	13K(304.2071), 7K(304.2071), N-term(304.2071)			52990.3281	51470.5391	54024.5742	46760.5312	57712.9766	41648.5977	54525.2188	71536.5000	75540.3750	30247.2891	47967.9883	37827.9219	2581.5093	1040.1049	0.0000	0.0000
sp|Q8NFX7|STXB6_HUMAN	Q8NFX7	STXB6_HUMAN	STXBP6	210	Homo sapiens	Syntaxin-binding protein 6	1:Experimental evidence at protein level	4.29	0.7061	0.9750	1	1	1	1	1	1	561715	561715	561715	N-term(304.2071)			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
sp|Q7L9B9|EEPD1_HUMAN	Q7L9B9	EEPD1_HUMAN	EEPD1	569	Homo sapiens	Endonuclease/exonuclease/phosphatase family domain-containing protein 1	1:Experimental evidence at protein level	1.58	0.7055	0.9749	1	1	1	1	1	1	2844266	2844266	2844266	6K(304.2071), N-term(304.2071)			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
sp|Q6S8J7|POTEA_HUMAN	Q6S8J7	POTEA_HUMAN	POTEA	498	Homo sapiens	POTE ankyrin domain family member A	2:Experimental evidence at transcript level	3.61	0.7015	0.9745	1	1	1	1	1	1	249739	249739	249739	3M(15.9949), N-term(304.2071)			10493.6367	16105.8750	15389.3633	71742.9609	78555.7422	61055.0312	15424.2686	21958.0859	15687.4199	57238.3906	68894.3281	55749.5117	3525.1401	0.0000	0.0000	0.0000
sp|Q7Z7C8|TAF8_HUMAN	Q7Z7C8	TAF8_HUMAN	TAF8	310	Homo sapiens	Transcription initiation factor TFIID subunit 8	1:Experimental evidence at protein level	6.13	0.6993	0.9742	1	1	1	1	1	1	1529574	1529574	1529574	N-term(304.2071)			165960.5312	185862.3438	212319.6562	251992.8125	242292.7500	237320.7344	194350.8750	213140.7969	169276.1562	171468.7969	146730.1719	115382.0469	4460.4902	2312.7949	0.0000	0.0000
sp|Q9H497|TOR3A_HUMAN	Q9H497	TOR3A_HUMAN	TOR3A	397	Homo sapiens	Torsin-3A	1:Experimental evidence at protein level	2.52	0.6980	0.9740	1	1	1	1	1	1	197169	197169	197169	10K(304.2071), N-term(304.2071)			66564.4141	67016.7656	67199.0312	122160.7188	117304.4062	114601.7031	64946.0508	92190.2578	105364.7031	93457.1953	76987.7188	60545.4727	3240.0635	0.0000	0.0000	0.0000
sp|P22303|ACES_HUMAN	P22303	ACES_HUMAN	ACHE	614	Homo sapiens	Acetylcholinesterase	1:Experimental evidence at protein level	1.14	0.6978	0.9740	1	1	1	1	1	1	1483391	1483391	1483391	N-term(304.2071)			33869.4961	34701.4609	47385.2188	86513.7031	81922.2109	80537.0156	31262.6211	40692.2266	37564.1367	56720.8945	58156.8789	45880.0898	0.0000	0.0000	0.0000	0.0000
sp|Q96P71|NECA3_HUMAN	Q96P71	NECA3_HUMAN	NECAB3	396	Homo sapiens	N-terminal EF-hand calcium-binding protein 3	1:Experimental evidence at protein level	2.27	0.6977	0.9740	1	1	1	1	1	1	568112	568112	568112	6M(15.9949), N-term(304.2071)			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
sp|O15244|S22A2_HUMAN	O15244	S22A2_HUMAN	SLC22A2	555	Homo sapiens	Solute carrier family 22 member 2	1:Experimental evidence at protein level	1.44	0.6971	0.9739	1	0	1	1	0	1	532965	     0	532965	8K(304.2071), N-term(304.2071)		sp|O15245|S22A1_HUMAN	37823.2305	45094.8359	64591.0859	144795.3594	133563.5781	135140.7031	47850.3750	66963.6953	50288.6211	74555.5391	66626.1172	49088.9258	2731.9863	1708.2761	0.0000	0.0000
sp|Q9Y664|KPTN_HUMAN	Q9Y664	KPTN_HUMAN	KPTN	436	Homo sapiens	KICSTOR complex protein kaptin	1:Experimental evidence at protein level	4.36	0.6911	0.9732	1	1	1	1	1	1	199442	199442	199442	N-term(304.2071)			7019.8452	10128.1660	11101.7705	24112.4160	19545.7285	21326.9141	12203.1006	16274.2236	11982.5459	17401.9473	20432.6270	15132.5918	0.0000	0.0000	0.0000	0.0000
sp|O00623|PEX12_HUMAN	O00623	PEX12_HUMAN	PEX12	359	Homo sapiens	Peroxisome assembly protein 12	1:Experimental evidence at protein level	2.51	0.6909	0.9732	1	1	1	1	1	1	718708	718708	718708	3M(15.9949), 4M(15.9949), N-term(304.2071)			5043.9702	7067.4136	8795.5146	48226.3438	42416.6172	42323.5352	7796.1201	10846.8984	9930.8145	35721.8555	48433.9102	30951.2227	0.0000	0.0000	0.0000	0.0000
sp|Q9Y6K0|CEPT1_HUMAN	Q9Y6K0	CEPT1_HUMAN	CEPT1	416	Homo sapiens	Choline/ethanolaminephosphotransferase 1	1:Experimental evidence at protein level	2.64	0.6886	0.9729	1	1	1	1	1	1	     0	     0	     0	N-term(304.2071)			64161.3555	63199.4570	66169.2656	79797.2109	82345.5703	64185.1875	79129.3984	110283.1641	105427.6250	58606.8789	79454.6562	71245.5156	0.0000	0.0000	0.0000	0.0000
sp|Q71F56|MD13L_HUMAN	Q71F56	MD13L_HUMAN	MED13L	2210	Homo sapiens	Mediator of RNA polymerase II transcription subunit 13-like	1:Experimental evidence at protein level	0.32	0.6818	0.9720	1	1	1	1	1	1	591252	591252	591252	2M(15.9949), N-term(304.2071)			12428.6895	13504.4014	16329.0967	35049.1758	44080.2461	40688.2500	14904.2695	18270.5566	20225.1328	29592.8887	32950.1484	34392.8086	0.0000	0.0000	0.0000	0.0000
sp|Q8N4J0|CARME_HUMAN	Q8N4J0	CARME_HUMAN	CARNMT1	409	Homo sapiens	Carnosine N-methyltransferase	1:Experimental evidence at protein level	1.96	0.6816	0.9720	1	1	1	1	1	1	497089	497089	497089	8K(304.2071), N-term(304.2071)			38150.1641	41086.7578	48302.2383	68126.9219	73837.2500	69927.8594	47042.5156	57533.5977	45715.9453	52023.0742	44329.5586	42120.5117	0.0000	0.0000	0.0000	0.0000
sp|Q9NXU5|ARL15_HUMAN	Q9NXU5	ARL15_HUMAN	ARL15	204	Homo sapiens	ADP-ribosylation factor-like protein 15	1:Experimental evidence at protein level	4.41	0.6796	0.9718	1	1	1	1	1	1	374102	374102	374102	N-term(304.2071)			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
sp|Q7Z7D3|VTCN1_HUMAN	Q7Z7D3	VTCN1_HUMAN	VTCN1	282	Homo sapiens	V-set domain-containing T-cell activation inhibitor 1	1:Experimental evidence at protein level	2.48	0.6786	0.9716	1	1	1	1	1	1	378770	378770	378770	7K(304.2071), N-term(304.2071)			12825.5059	15339.8711	17226.7246	80254.1016	70705.6250	72306.7109	18335.5957	27095.2988	19421.1445	61264.4141	48333.1523	29246.4219	0.0000	0.0000	0.0000	0.0000
sp|P53370|NUDT6_HUMAN	P53370	NUDT6_HUMAN	NUDT6	316	Homo sapiens	Nucleoside diphosphate-linked moiety X motif 6	1:Experimental evidence at protein level	3.16	0.6772	0.9715	1	1	1	1	1	1	800133	800133	800133	N-term(304.2071)			26867.4160	30582.6523	43069.8008	96003.2500	81735.5312	91053.9844	68437.9375	76738.8047	58698.8867	69709.5312	88653.7656	67029.0547	2464.4214	0.0000	0.0000	0.0000
sp|Q8N0U4|F185A_HUMAN	Q8N0U4	F185A_HUMAN	FAM185A	392	Homo sapiens	Protein FAM185A	1:Experimental evidence at protein level	2.04	0.6742	0.9711	1	1	1	1	1	1	575465	575465	575465	6C(57.0214), 8K(304.2071), N-term(304.2071)			11871.5508	17844.5996	14941.1729	71331.9531	74560.8516	71960.2109	16396.0801	24050.8027	20266.7520	61800.6328	63052.9648	53305.1055	3093.8071	0.0000	0.0000	0.0000
sp|Q9C0G0|ZN407_HUMAN	Q9C0G0	ZN407_HUMAN	ZNF407	2248	Homo sapiens	Zinc finger protein 407	1:Experimental evidence at protein level	0.80	0.6655	0.9700	1	1	1	2	2	2	810264	810264	810264	18K(304.2071)			7083.9048	7579.0264	13510.7939	154461.9531	176997.7344	147510.9688	20787.8184	19400.2598	8214.3301	43740.5938	51525.2617	32944.7383	2806.4331	0.0000	0.0000	0.0000
sp|Q9BX97|PLVAP_HUMAN	Q9BX97	PLVAP_HUMAN	PLVAP	442	Homo sapiens	Plasmalemma vesicle-associated protein	1:Experimental evidence at protein level	3.17	0.6639	0.9697	1	1	1	1	1	1	600179	600179	600179	2K(304.2071), 8M(15.9949), N-term(304.2071)			34635.5195	30929.6367	43151.5664	31910.9238	42605.2188	32348.6367	105568.4531	149657.3594	160967.5469	47329.5859	70820.5078	62478.5078	1377.3762	0.0000	0.0000	0.0000
sp|Q29983|MICA_HUMAN	Q29983	MICA_HUMAN	MICA	383	Homo sapiens	MHC class I polypeptide-related sequence A	1:Experimental evidence at protein level	2.61	0.6628	0.9696	1	1	1	1	1	1	1012456	1012456	1012456	N-term(304.2071)			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
sp|O95968|SG1D1_HUMAN	O95968	SG1D1_HUMAN	SCGB1D1	90	Homo sapiens	Secretoglobin family 1D member 1	1:Experimental evidence at protein level	11.11	0.6618	0.9695	1	1	1	1	1	1	268734	268734	268734	1C(57.0214), 5M(15.9949), 9K(304.2071), N-term(304.2071)			23756.0840	23282.3848	28226.6641	23507.7969	25045.7852	24849.8613	22812.6797	29061.3496	20829.4805	18922.6562	17157.3711	15806.6426	0.0000	0.0000	0.0000	0.0000
sp|Q3KRA9|ALKB6_HUMAN	Q3KRA9	ALKB6_HUMAN	ALKBH6	238	Homo sapiens	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6	1:Experimental evidence at protein level	2.94	0.6562	0.9687	1	1	1	2	2	2	10793093	10793093	10793093	7K(304.2071), N-term(304.2071)			41519.4219	47627.7070	57184.5703	93298.8203	93957.6328	85531.1562	44996.1406	56865.2109	43879.2383	55681.6094	60789.4023	37601.3047	3057.4890	1267.4352	0.0000	0.0000
sp|P48230|T4S4_HUMAN	P48230	T4S4_HUMAN	TM4SF4	202	Homo sapiens	Transmembrane 4 L6 family member 4	1:Experimental evidence at protein level	3.47	0.6540	0.9684	1	1	1	2	2	2	24560998	24560998	24560998	1C(57.0214), 5C(57.0214), N-term(304.2071)			47872.7969	47501.8398	60478.9961	58671.0273	72004.1484	55234.6719	55939.0547	69744.5078	71319.2891	44902.0234	48234.3867	44794.1914	0.0000	0.0000	0.0000	0.0000
sp|Q5M8T2|S35D3_HUMAN	Q5M8T2	S35D3_HUMAN	SLC35D3	416	Homo sapiens	Solute carrier family 35 member D3	2:Experimental evidence at transcript level	5.53	0.6513	0.9681	1	1	1	1	1	1	4729074	4729074	4729074	N-term(304.2071)			23940.1465	30154.5840	32930.1484	223951.4531	251691.2188	227858.6719	41132.1211	51065.1133	32701.2715	164233.8438	204794.7656	159510.7031	7713.8525	4638.6948	0.0000	0.0000
contam_sp|P00760|TRY1_BOVIN	P00760	TRY1_BOVIN	TRY1	246	Bos taurus	Cationic trypsin	1:Experimental evidence at protein level	6.50	0.6486	0.9677	2	1	1	4	1	1	29528796	832852	29528796	N-term(304.2071)			10087.5986	13988.9062	15432.6875	17264.2832	16776.4805	19219.5312	11527.3623	14439.6035	14298.7832	17243.1562	16285.2607	16872.5605	0.0000	0.0000	0.0000	0.0000
sp|P23415|GLRA1_HUMAN	P23415	GLRA1_HUMAN	GLRA1	457	Homo sapiens	Glycine receptor subunit alpha-1	1:Experimental evidence at protein level	3.50	0.6484	0.9677	1	1	1	1	1	1	217085	217085	217085	3M(15.9949), N-term(304.2071)			24294.0098	24009.8770	33614.2695	136766.7500	137201.5938	130984.9062	29394.2910	34368.3008	26046.8125	67529.7578	53990.9688	36899.2344	0.0000	0.0000	0.0000	0.0000
