Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N
sp|Q9UL46|PSME2_HUMAN	Q9UL46	PSME2_HUMAN	PSME2	239	false	false	Homo sapiens	Proteasome activator complex subunit 2	1:Experimental evidence at protein level	41.84	1.0000	0.9990	0.00000000000000	12	12	12	18	18	18	16968264	16968264	16968264	10K(304.2072), 12K(304.2072), 14K(304.2072), 1C(57.0215), 1K(304.2072), 2K(304.2072), 2M(15.9949), 4C(57.0215), 4K(304.2072), 5M(15.9949), 7M(15.9949), 9K(304.2072), N-term(304.2072), N-term(42.0106)			844755.8564	640536.4795	1244783.9727	1345064.0254	1478918.8691	1331516.9492	590271.4600	602961.1895	624597.5811	773019.5713	698715.0703	662479.9541	21799.8042	11140.1537	0.0000	0.0000
sp|Q9UL54|TAOK2_HUMAN	Q9UL54	TAOK2_HUMAN	TAOK2	1235	false	false	Homo sapiens	Serine/threonine-protein kinase TAO2	1:Experimental evidence at protein level	7.04	1.0000	0.9990	0.00000000000000	10	8	8	11	9	9	4022824	3091084	4022824	4C(57.0215), 7C(57.0215), 8K(304.2072), 9K(304.2072), N-term(304.2072)			220608.9482	183878.7988	267978.9580	153584.5547	183611.0996	158540.0176	297780.6074	330758.7988	369602.7305	422850.2695	410801.6953	430275.3750	8012.0086	4666.6581	0.0000	0.0000
sp|Q9ULA0|DNPEP_HUMAN	Q9ULA0	DNPEP_HUMAN	DNPEP	485	false	false	Homo sapiens	Aspartyl aminopeptidase	1:Experimental evidence at protein level	24.12	1.0000	0.9990	0.00000000000000	11	11	11	13	13	13	9356609	9356609	9356609	10K(304.2072), 11C(57.0215), 11M(15.9949), 14K(304.2072), 17K(304.2072), 1K(304.2072), 4K(304.2072), 5C(57.0215), 8K(304.2072), 9K(304.2072), N-term(304.2072)			495919.6895	375470.5391	690730.4688	618673.8965	642914.0820	612374.6211	272404.5430	294059.3232	311174.2104	360598.1709	297197.1680	356780.1387	7229.0331	3531.4393	0.0000	0.0000
sp|Q9ULB1|NRX1A_HUMAN	Q9ULB1	NRX1A_HUMAN	NRXN1	1477	false	false	Homo sapiens	Neurexin-1	1:Experimental evidence at protein level	16.72	1.0000	0.9990	0.00000000000000	21	16	19	27	19	23	12322400	12208929	12322400	10K(304.2072), 12K(304.2072), 13M(15.9949), 14K(304.2072), 15C(57.0215), 17K(304.2072), 1K(304.2072), 2K(304.2072), 2M(15.9949), 3C(57.0215), 5C(57.0215), 6C(57.0215), 6M(15.9949), 7C(57.0215), 8K(304.2072), 9K(304.2072), 9M(15.9949), N-term(304.2072)			719543.8774	500312.1909	892839.7148	367787.2131	412729.9558	387332.1956	2145710.8125	1931233.9355	1950257.9023	1178628.1367	1199321.6816	1067808.0635	35895.6542	11357.2129	0.0000	0.0000
sp|Q9ULC3|RAB23_HUMAN	Q9ULC3	RAB23_HUMAN	RAB23	237	false	false	Homo sapiens	Ras-related protein Rab-23	1:Experimental evidence at protein level	40.93	1.0000	0.9990	0.00000000000000	8	8	8	11	11	11	9881524	9881524	9881524	10K(304.2072), 11K(304.2072), 16K(304.2072), 1K(304.2072), 31K(304.2072), 9K(304.2072), N-term(304.2072)			230852.4170	173283.8672	284256.7500	221427.2632	202949.0635	231882.8130	608572.0840	531383.4863	632451.0977	463058.5723	455920.9590	446321.9062	7486.0004	0.0000	0.0000	0.0000
sp|Q9ULC4|MCTS1_HUMAN	Q9ULC4	MCTS1_HUMAN	MCTS1	181	false	false	Homo sapiens	Malignant T-cell-amplified sequence 1	1:Experimental evidence at protein level	17.68	1.0000	0.9990	0.00000000000000	3	2	3	3	2	3	1561820	970431	1561820	11C(57.0215), 15K(304.2072), 1K(304.2072), 5K(304.2072), 8K(304.2072), N-term(304.2072)			84989.9395	71064.1016	121075.0879	167662.7969	183022.7148	160487.4004	62485.4990	66550.8877	69360.1035	98548.6865	86002.9766	103150.4375	3831.3210	2808.6970	0.0000	0.0000
sp|Q9ULD0|OGDHL_HUMAN	Q9ULD0	OGDHL_HUMAN	OGDHL	1010	false	false	Homo sapiens	2-oxoglutarate dehydrogenase-like, mitochondrial	1:Experimental evidence at protein level	9.50	1.0000	0.9990	0.00000000000000	10	3	3	13	3	3	20216079	2817665	20216079	2C(57.0215), 6M(15.9949), N-term(304.2072)			56065.6279	45360.7661	69110.7930	48671.4297	47480.6963	48716.9951	123918.2246	136960.8125	153039.6406	188931.1602	185169.1797	178711.4609	1640.1268	3443.8512	0.0000	0.0000
sp|Q9ULE6|PALD_HUMAN	Q9ULE6	PALD_HUMAN	PALD1	856	false	false	Homo sapiens	Paladin	1:Experimental evidence at protein level	16.59	1.0000	0.9990	0.00000000000000	13	13	13	14	14	14	2935979	2935979	2935979	11K(304.2072), 2M(15.9949), 8K(304.2072), N-term(304.2072)			289475.1035	230500.0767	363165.7676	348908.1147	396593.1943	344454.5527	419144.3623	493573.4658	559973.8301	486106.6396	456393.9062	458355.6318	12277.1108	0.0000	0.0000	0.0000
sp|Q9ULF5|S39AA_HUMAN	Q9ULF5	S39AA_HUMAN	SLC39A10	831	false	false	Homo sapiens	Zinc transporter ZIP10	1:Experimental evidence at protein level	8.18	1.0000	0.9990	0.00000000000000	9	9	9	10	10	10	6303938	6303938	6303938	2C(57.0215), 2M(15.9949), 4C(57.0215), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			184768.3066	164135.8828	252411.7432	186981.6934	183054.3916	187862.2690	847507.7617	851995.1289	988969.5781	875002.2891	865323.3125	900223.9258	23770.1562	12074.1865	0.0000	0.0000
sp|Q9ULG6|CCPG1_HUMAN	Q9ULG6	CCPG1_HUMAN	CCPG1	757	false	false	Homo sapiens	Cell cycle progression protein 1	1:Experimental evidence at protein level	5.81	1.0000	0.9990	0.00000000000000	5	5	5	5	5	5	7705753	7705753	7705753	14K(304.2072), 2K(304.2072), 5K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)			46301.9751	40429.8101	63956.7979	45765.7944	45915.9404	46563.7612	212268.6914	231547.6562	303567.2773	286839.3125	285064.5586	278052.0039	7723.1121	4037.7844	0.0000	0.0000
sp|Q9ULH0|KDIS_HUMAN	Q9ULH0	KDIS_HUMAN	KIDINS220	1771	false	false	Homo sapiens	Kinase D-interacting substrate of 220 kDa	1:Experimental evidence at protein level	27.61	1.0000	0.9990	0.00000000000000	46	46	46	60	60	60	24872664	24872664	24872664	10C(57.0215), 10K(304.2072), 10M(15.9949), 11K(304.2072), 12C(57.0215), 12K(304.2072), 13K(304.2072), 14K(304.2072), 1C(57.0215), 1K(304.2072), 24K(304.2072), 2K(304.2072), 2M(15.9949), 3K(304.2072), 4C(57.0215), 5C(57.0215), 6C(57.0215), 6K(304.2072), 6M(15.9949), 7K(304.2072), 8K(304.2072), 8M(15.9949), 9K(304.2072), 9M(15.9949), N-term(304.2072)			1053947.6350	874817.2566	1376369.1677	1072136.4910	1166591.1890	1200149.5917	3839104.7871	4573385.3418	5016315.4102	4121205.5488	3897144.3320	4482892.3867	127933.6221	65159.3000	0.0000	0.0000
sp|Q9ULH1|ASAP1_HUMAN	Q9ULH1	ASAP1_HUMAN	ASAP1	1129	false	false	Homo sapiens	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1	1:Experimental evidence at protein level	8.68	1.0000	0.9990	0.00000000000000	9	9	9	9	9	9	1242871	1242871	1242871	10K(304.2072), 12K(304.2072), 15K(304.2072), 16K(304.2072), 18K(304.2072), 4C(57.0215), 4K(304.2072), 6C(57.0215), 8K(304.2072), 9K(304.2072), N-term(304.2072)			182602.3105	147445.2100	240351.5996	337780.5059	397422.8359	319823.2305	171822.6699	184749.9863	182200.9951	289054.8691	271540.5625	281083.8125	7116.3442	1194.7108	0.0000	0.0000
sp|Q9ULH7|MRTFB_HUMAN	Q9ULH7	MRTFB_HUMAN	MRTFB	1088	false	false	Homo sapiens	Myocardin-related transcription factor B	1:Experimental evidence at protein level	2.21	1.0000	0.9990	0.00000000000000	3	1	3	3	1	3	1455211	326920	1455211	6K(304.2072), 8K(304.2072), N-term(304.2072)			62462.5225	57112.1758	100448.5938	152617.7363	176114.2656	142300.7988	47876.1758	48630.6621	46969.9229	58147.6816	55105.0596	52394.6836	2948.7661	0.0000	0.0000	0.0000
sp|Q9ULJ6|ZMIZ1_HUMAN	Q9ULJ6	ZMIZ1_HUMAN	ZMIZ1	1067	false	false	Homo sapiens	Zinc finger MIZ domain-containing protein 1	1:Experimental evidence at protein level	2.91	1.0000	0.9990	0.00000000000000	3	1	3	3	1	3	874996	238363	874996	15K(304.2072), 1C(57.0215), 6K(304.2072), 8K(304.2072), N-term(304.2072)			24647.6328	18925.9355	32413.1230	57076.7207	58018.7422	69559.3086	28887.6406	33514.4072	32402.4502	51723.6152	46689.5840	50746.4219	0.0000	0.0000	0.0000	0.0000
sp|Q9ULJ7|ANR50_HUMAN	Q9ULJ7	ANR50_HUMAN	ANKRD50	1429	false	false	Homo sapiens	Ankyrin repeat domain-containing protein 50	1:Experimental evidence at protein level	6.44	1.0000	0.9990	0.00000000000000	10	10	10	10	10	10	2110262	2110262	2110262	3C(57.0215), 4C(57.0215), 8C(57.0215), 8K(304.2072), N-term(304.2072)			282408.9619	245473.0801	362832.9727	260988.0596	281374.4385	285557.4443	233870.2627	273109.2041	286219.6172	321268.0605	287659.7646	322188.1055	6989.4012	2962.7148	0.0000	0.0000
sp|Q9ULJ8|NEB1_HUMAN	Q9ULJ8	NEB1_HUMAN	PPP1R9A	1098	false	false	Homo sapiens	Neurabin-1	1:Experimental evidence at protein level	21.04	1.0000	0.9990	0.00000000000000	23	20	21	28	24	25	12317266	10610820	12317266	10K(304.2072), 11K(304.2072), 12K(304.2072), 17C(57.0215), 17K(304.2072), 19K(304.2072), 1K(304.2072), 2K(304.2072), 4C(57.0215), 4M(15.9949), 5K(304.2072), 6K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)			1135100.7188	945548.1592	1312600.1445	803325.5000	891825.4277	881361.9990	960634.8389	1121712.5518	1206718.9199	1270191.7061	1206093.9492	1277781.0586	25092.2485	11840.3629	0.0000	1270.2773
sp|Q9ULK0|GRID1_HUMAN	Q9ULK0	GRID1_HUMAN	GRID1	1009	false	false	Homo sapiens	Glutamate receptor ionotropic, delta-1	2:Experimental evidence at transcript level	8.72	1.0000	0.9990	0.00000000000000	8	8	8	9	9	9	3368419	3368419	3368419	3C(57.0215), 4M(15.9949), 7C(57.0215), 7K(304.2072), 8K(304.2072), N-term(304.2072)			202387.8223	165846.1680	288552.3669	164260.9447	182565.3230	176344.1882	540658.1719	630734.0723	646355.6074	444346.8223	418373.0234	456634.7773	12794.5037	5209.4496	0.0000	0.0000
sp|Q9ULK5|VANG2_HUMAN	Q9ULK5	VANG2_HUMAN	VANGL2	521	false	false	Homo sapiens	Vang-like protein 2	1:Experimental evidence at protein level	30.90	1.0000	0.9990	0.00000000000000	16	15	16	26	25	26	15530904	15530904	15530904	10C(57.0215), 10M(15.9949), 12K(304.2072), 13K(304.2072), 17K(304.2072), 2M(15.9949), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			535719.8416	442619.5547	701175.5789	565060.5859	595473.1426	616547.5332	2279751.2930	2463880.9512	2652659.9844	1714072.3457	1689902.9004	1911187.2305	48803.1891	20857.0579	0.0000	0.0000
sp|Q9ULL4|PLXB3_HUMAN	Q9ULL4	PLXB3_HUMAN	PLXNB3	1909	false	false	Homo sapiens	Plexin-B3	1:Experimental evidence at protein level	2.99	1.0000	0.9990	0.00000000000000	7	4	4	7	4	4	3589109	1446124	3589109	2C(57.0215), N-term(304.2072)			67339.4438	50091.9248	93225.8994	46082.5322	47907.2397	50783.9507	114698.0742	150531.8984	168673.0664	99219.8711	93048.6836	89071.9004	0.0000	0.0000	0.0000	0.0000
sp|Q9ULP9|TBC24_HUMAN	Q9ULP9	TBC24_HUMAN	TBC1D24	559	false	false	Homo sapiens	TBC1 domain family member 24	1:Experimental evidence at protein level	24.87	1.0000	0.9990	0.00000000000000	16	16	16	20	20	20	32182694	32182694	32182694	11K(304.2072), 12K(304.2072), 15K(304.2072), 16K(304.2072), 1K(304.2072), 4C(57.0215), 5C(57.0215), 7K(304.2072), 7M(15.9949), 9C(57.0215), N-term(304.2072)			771802.7539	641899.4971	1004650.6201	777947.5010	784273.7158	791059.5449	1240057.1650	1325005.7852	1506037.5664	1389479.1328	1368390.6113	1380575.9961	43777.4336	9603.9160	0.0000	0.0000
sp|Q9ULT8|HECD1_HUMAN	Q9ULT8	HECD1_HUMAN	HECTD1	2610	false	false	Homo sapiens	E3 ubiquitin-protein ligase HECTD1	1:Experimental evidence at protein level	11.34	1.0000	0.9990	0.00000000000000	31	31	31	32	32	32	5008875	5008875	5008875	10M(15.9949), 11K(304.2072), 13K(304.2072), 1C(57.0215), 3C(57.0215), 5C(57.0215), 5M(15.9949), 6C(57.0215), 6M(15.9949), 7C(57.0215), 7K(304.2072), 7M(15.9949), 8K(304.2072), N-term(304.2072)			1278526.4062	1051985.9170	1658378.4863	1302959.5732	1388172.5537	1385276.9746	843038.2217	994355.5186	1008267.8018	939911.1504	842664.1440	937217.4756	17491.6271	6585.8615	0.0000	0.0000
sp|Q9ULU8|CAPS1_HUMAN	Q9ULU8	CAPS1_HUMAN	CADPS	1353	false	false	Homo sapiens	Calcium-dependent secretion activator 1	1:Experimental evidence at protein level	28.75	1.0000	0.9990	0.00000000000000	36	28	36	50	39	50	24714126	24714126	24714126	10K(304.2072), 11C(57.0215), 11K(304.2072), 12K(304.2072), 13K(304.2072), 15K(304.2072), 17K(304.2072), 19K(304.2072), 1C(57.0215), 1K(304.2072), 2C(57.0215), 2M(15.9949), 3K(304.2072), 3M(15.9949), 4C(57.0215), 4M(15.9949), 5K(304.2072), 5M(15.9949), 6C(57.0215), 6M(15.9949), 7C(57.0215), 7K(304.2072), 7M(15.9949), 8K(304.2072), 9K(304.2072), 9M(15.9949), N-term(304.2072)			2507511.0156	2183823.4424	3176208.0332	2432539.9668	2577217.7725	2527758.4873	2019549.2051	2487258.4746	2485802.2881	1992656.7275	1782760.8818	2117737.7422	56380.4243	38902.1476	0.0000	0.0000
sp|Q9ULV4|COR1C_HUMAN	Q9ULV4	COR1C_HUMAN	CORO1C	474	false	false	Homo sapiens	Coronin-1C	1:Experimental evidence at protein level	41.14	1.0000	0.9990	0.00000000000000	29	26	29	73	48	73	101911112	101911112	101911112	10K(304.2072), 11K(304.2072), 12K(304.2072), 13K(304.2072), 1C(57.0215), 1K(304.2072), 20K(304.2072), 2C(57.0215), 2M(15.9949), 3K(304.2072), 4C(57.0215), 5M(15.9949), 6C(57.0215), 6K(304.2072), 6M(15.9949), 7C(57.0215), 7K(304.2072), 7M(15.9949), 8K(304.2072), 8M(15.9949), 9K(304.2072), N-term(304.2072)			5728419.9355	4938415.1729	7315531.6367	3793578.2793	3591063.2676	3877623.5752	4052746.8799	4729592.5596	5050946.2090	4436622.5342	3956143.4238	4320637.4189	116246.3427	63668.7084	0.0000	1209.9316
sp|Q9ULX6|AKP8L_HUMAN	Q9ULX6	AKP8L_HUMAN	AKAP8L	646	false	false	Homo sapiens	A-kinase anchor protein 8-like	1:Experimental evidence at protein level	23.22	1.0000	0.9990	0.00000000000000	15	15	15	20	20	20	4268903	4268903	4268903	10M(15.9949), 11K(304.2072), 12K(304.2072), 13K(304.2072), 14K(304.2072), 15K(304.2072), 1K(304.2072), 3C(57.0215), 3K(304.2072), 4M(15.9949), 5C(57.0215), 7C(57.0215), 7K(304.2072), 7M(15.9949), 8C(57.0215), 9K(304.2072), N-term(304.2072)			812567.9805	662438.0684	1105678.9941	951420.2949	926317.6777	1106845.1035	400992.1230	426021.3691	490883.5771	715480.6953	584347.2246	674435.3555	18681.0481	5825.8053	0.0000	0.0000
sp|Q9ULX7|CAH14_HUMAN	Q9ULX7	CAH14_HUMAN	CA14	337	false	false	Homo sapiens	Carbonic anhydrase 14	1:Experimental evidence at protein level	15.43	1.0000	0.9990	0.00000000000000	6	6	6	10	10	10	3777751	3777751	3777751	10K(304.2072), 14K(304.2072), 1K(304.2072), 5M(15.9949), N-term(304.2072)			183511.3564	127787.1123	248995.1299	118082.5728	130392.2998	113051.6382	847448.1543	569319.5332	793080.4883	365724.1816	330674.6270	315296.6602	4040.1979	1624.0432	0.0000	0.0000
sp|Q9UM00|TMCO1_HUMAN	Q9UM00	TMCO1_HUMAN	TMCO1	239	false	false	Homo sapiens	Calcium load-activated calcium channel	1:Experimental evidence at protein level	16.74	1.0000	0.9990	0.00000000000000	5	5	5	5	5	5	11480786	11480786	11480786	14K(304.2072), 1K(304.2072), 2K(304.2072), 7K(304.2072), N-term(304.2072)			224878.4756	170797.7666	297212.3652	143165.2959	147005.4688	155800.0742	629291.8945	681795.0703	791417.8125	790495.0820	660362.3984	742390.9609	17518.2460	9506.2688	0.0000	0.0000
sp|Q9UM19|HPCL4_HUMAN	Q9UM19	HPCL4_HUMAN	HPCAL4	191	false	false	Homo sapiens	Hippocalcin-like protein 4	1:Experimental evidence at protein level	28.80	1.0000	0.9990	0.00000000000000	6	2	2	7	2	2	5456074	496918	5456074	11C(57.0215), 13M(15.9949), 15K(304.2072), 4C(57.0215), N-term(304.2072)			37862.8184	28778.5039	66373.1680	58541.9531	61194.0605	64127.3789	35696.8867	37811.4180	31883.2070	29226.2939	26975.5859	22607.9629	0.0000	0.0000	0.0000	0.0000
sp|Q9UM22|EPDR1_HUMAN	Q9UM22	EPDR1_HUMAN	EPDR1	224	false	false	Homo sapiens	Mammalian ependymin-related protein 1	1:Experimental evidence at protein level	18.30	1.0000	0.9990	0.00000000000000	4	4	4	12	12	12	24275240	24275240	24275240	12K(304.2072), 1K(304.2072), 3M(15.9949), 4M(15.9949), 6C(57.0215), 7K(304.2072), N-term(304.2072)			563115.8164	417616.9512	982588.3867	539998.4453	494312.0332	373711.7510	441546.7432	361307.8857	438839.3105	321584.9697	292162.8589	282373.1694	8756.5637	4258.2275	0.0000	0.0000
sp|Q9UM54|MYO6_HUMAN	Q9UM54	MYO6_HUMAN	MYO6	1294	false	false	Homo sapiens	Unconventional myosin-VI	1:Experimental evidence at protein level	30.91	1.0000	0.9990	0.00000000000000	43	43	43	59	59	59	17846288	17846288	17846288	10K(304.2072), 10M(15.9949), 11K(304.2072), 14K(304.2072), 15C(57.0215), 15K(304.2072), 16K(304.2072), 1C(57.0215), 1K(304.2072), 2C(57.0215), 2K(304.2072), 2M(15.9949), 3K(304.2072), 3M(15.9949), 4K(304.2072), 4M(15.9949), 5K(304.2072), 5M(15.9949), 6K(304.2072), 6M(15.9949), 7C(57.0215), 7K(304.2072), 8K(304.2072), 8M(15.9949), 9K(304.2072), N-term(304.2072)			2333185.7739	1976745.0112	3057950.9844	2643888.4111	2614532.3740	3087422.6523	3463829.0625	3721749.8906	4435469.4189	2987762.2861	2707561.8633	2984695.2451	86141.6254	45091.2625	0.0000	1064.6575
sp|Q9UMF0|ICAM5_HUMAN	Q9UMF0	ICAM5_HUMAN	ICAM5	924	false	false	Homo sapiens	Intercellular adhesion molecule 5	1:Experimental evidence at protein level	12.01	1.0000	0.9990	0.00000000000000	10	10	10	10	10	10	5764202	5764202	5764202	10K(304.2072), 6C(57.0215), 8C(57.0215), N-term(304.2072)			158087.4255	127242.5337	205045.5566	188918.6382	205881.3916	206801.4233	368320.2363	434723.4062	465527.2070	680973.1914	691721.5332	728976.4746	11691.4893	2954.0698	0.0000	0.0000
sp|Q9UMS4|PRP19_HUMAN	Q9UMS4	PRP19_HUMAN	PRPF19	504	false	false	Homo sapiens	Pre-mRNA-processing factor 19	1:Experimental evidence at protein level	15.08	1.0000	0.9990	0.00000000000000	10	10	10	14	14	14	21984842	21984842	21984842	10K(304.2072), 11K(304.2072), 14C(57.0215), 15K(304.2072), 7K(304.2072), 7M(15.9949), 8K(304.2072), 9K(304.2072), N-term(304.2072)			429693.2207	337197.1396	528370.5371	474982.2324	485662.2266	581781.8652	564355.4531	693186.9277	742720.4395	764780.5430	711993.7227	760849.4531	17417.5834	3215.7896	0.0000	0.0000
sp|Q9UMY1|NOL7_HUMAN	Q9UMY1	NOL7_HUMAN	NOL7	257	false	false	Homo sapiens	Nucleolar protein 7	1:Experimental evidence at protein level	12.45	1.0000	0.9990	0.00000000000000	5	5	5	5	5	5	1565200	1565200	1565200	1K(304.2072), 2K(304.2072), 5C(57.0215), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			93371.1641	74133.2451	99813.7510	97273.9443	108832.8975	100655.3018	181310.6914	215971.3320	225148.5527	175100.5547	159424.5098	179222.1328	2592.8499	1406.4399	0.0000	0.0000
sp|Q9UMY4|SNX12_HUMAN	Q9UMY4	SNX12_HUMAN	SNX12	162	false	false	Homo sapiens	Sorting nexin-12	1:Experimental evidence at protein level	27.16	1.0000	0.9990	0.00000000000000	6	4	4	8	5	5	4693473	4349427	4693473	10K(304.2072), 9K(304.2072), N-term(304.2072)			155332.4531	132840.9863	254115.2852	133774.2168	149457.5371	139253.3301	101036.6455	115111.8633	127810.9609	120913.8496	107660.8125	114308.7598	5682.5010	1181.6531	0.0000	0.0000
sp|Q9UMZ2|SYNRG_HUMAN	Q9UMZ2	SYNRG_HUMAN	SYNRG	1314	false	false	Homo sapiens	Synergin gamma	1:Experimental evidence at protein level	6.93	1.0000	0.9990	0.00000000000000	8	8	8	8	8	8	5427643	5427643	5427643	10K(304.2072), 11K(304.2072), 12K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			371620.4863	314322.0664	495820.4102	386911.5312	427251.4512	428701.3086	256934.7656	298105.4160	287032.5371	363731.4590	315422.8848	378869.9258	10127.5232	1336.7091	0.0000	0.0000
sp|Q9UN36|NDRG2_HUMAN	Q9UN36	NDRG2_HUMAN	NDRG2	371	false	false	Homo sapiens	Protein NDRG2	1:Experimental evidence at protein level	23.18	1.0000	0.9990	0.00000000000000	5	5	5	6	6	6	2582925	2582925	2582925	10K(304.2072), 12K(304.2072), 15K(304.2072), 1C(57.0215), 20C(57.0215), 23K(304.2072), 24K(304.2072), 4M(15.9949), N-term(304.2072), N-term(42.0106)			128103.4004	124962.0283	179072.4053	166685.0781	225692.1641	155623.2793	131702.1943	154585.8506	159533.7314	138961.8154	107019.4668	104216.2354	2727.6096	0.0000	0.0000	0.0000
sp|Q9UN37|VPS4A_HUMAN	Q9UN37	VPS4A_HUMAN	VPS4A	437	false	false	Homo sapiens	Vacuolar protein sorting-associated protein 4A	1:Experimental evidence at protein level	20.82	1.0000	0.9990	0.00000000000000	11	9	11	12	10	12	17542274	17542274	17542274	12K(304.2072), 16K(304.2072), 4M(15.9949), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072), N-term(42.0106)			533813.1367	454150.2500	709024.7031	707559.8809	794638.9727	770132.4375	461657.7021	511428.8477	523122.9561	558710.6641	489634.2578	526060.6289	10874.8999	7937.2280	0.0000	0.0000
sp|Q9UN74|PCDA4_HUMAN	Q9UN74	PCDA4_HUMAN	PCDHA4	947	false	false	Homo sapiens	Protocadherin alpha-4	1:Experimental evidence at protein level	2.96	1.0000	0.9990	0.00000000000000	3	2	3	3	2	3	1715918	1098022	1715918	9K(304.2072), N-term(304.2072)			17796.3496	11822.4863	25601.6855	12115.5059	14717.7227	10467.4355	51703.6250	63354.3906	71266.7500	50027.6719	57664.2188	56282.9844	0.0000	0.0000	0.0000	0.0000
sp|Q9UN86|G3BP2_HUMAN	Q9UN86	G3BP2_HUMAN	G3BP2	482	false	false	Homo sapiens	Ras GTPase-activating protein-binding protein 2	1:Experimental evidence at protein level	44.19	1.0000	0.9990	0.00000000000000	19	17	19	37	34	37	34951104	34951104	34951104	10K(304.2072), 11K(304.2072), 12K(304.2072), 14K(304.2072), 16K(304.2072), 28K(304.2072), 2M(15.9949), 3M(15.9949), 4K(304.2072), 5K(304.2072), 6K(304.2072), 7K(304.2072), 7M(15.9949), 8K(304.2072), 8M(15.9949), 9C(57.0215), N-term(304.2072)			1417094.2656	988546.6826	1899053.2646	1495300.2920	1727531.3682	1531430.5078	1185523.5234	1148084.2144	1337780.0151	2170548.4033	1991397.2490	2094858.1025	71414.3186	30009.9041	0.0000	0.0000
sp|Q9UNE7|CHIP_HUMAN	Q9UNE7	CHIP_HUMAN	STUB1	303	false	false	Homo sapiens	E3 ubiquitin-protein ligase CHIP	1:Experimental evidence at protein level	23.76	1.0000	0.9990	0.00000000000000	7	7	7	8	8	8	3675549	3675549	3675549	10K(304.2072), 1K(304.2072), 3C(57.0215), 5C(57.0215), 8C(57.0215), 9K(304.2072), N-term(304.2072)			174764.7852	146634.6284	291400.0488	235824.8916	281617.0029	222559.4258	144182.9648	167255.5537	177352.2607	186183.1855	152042.6104	134787.6509	4708.3169	0.0000	0.0000	0.0000
sp|Q9UNF0|PACN2_HUMAN	Q9UNF0	PACN2_HUMAN	PACSIN2	486	false	false	Homo sapiens	Protein kinase C and casein kinase substrate in neurons protein 2	1:Experimental evidence at protein level	34.16	1.0000	0.9990	0.00000000000000	20	17	20	31	26	31	34716191	29849713	34716191	10K(304.2072), 11K(304.2072), 12K(304.2072), 16K(304.2072), 1C(57.0215), 1K(304.2072), 2C(57.0215), 2K(304.2072), 2M(15.9949), 3M(15.9949), 4K(304.2072), 4M(15.9949), 6K(304.2072), 6M(15.9949), 7C(57.0215), 7K(304.2072), 8C(57.0215), 8K(304.2072), 9K(304.2072), N-term(304.2072)			1765953.1836	1508850.1758	2574641.4590	2550226.7852	2866333.2402	2523296.5986	1846678.3945	1756057.4111	1956906.0967	3317580.1133	3445575.9102	3298153.6152	93139.9886	45038.3076	0.0000	0.0000
sp|Q9UNF1|MAGD2_HUMAN	Q9UNF1	MAGD2_HUMAN	MAGED2	606	false	false	Homo sapiens	Melanoma-associated antigen D2	1:Experimental evidence at protein level	41.58	1.0000	0.9990	0.00000000000000	21	18	21	27	24	27	10778065	10778065	10778065	10K(304.2072), 10M(15.9949), 16K(304.2072), 1K(304.2072), 24K(304.2072), 27K(304.2072), 34K(304.2072), 3M(15.9949), 4K(304.2072), 6M(15.9949), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			993194.6738	760552.6895	1219782.5674	1266890.3594	1383563.0635	1463102.7871	877973.8379	886825.0088	927107.1660	1128664.2510	993177.0762	1178959.6074	30068.1987	17442.3514	0.0000	0.0000
